,proteinName,affinity,ligandName
10017,2zgx,6.74,(29U)
10018,3anq,6.74,(EHB)
10019,3dgo,6.74,(ATP)
10020,3fh8,6.74,(27P)
10021,3fzy,6.74,(IHP)
10022,3heg,6.74,(BAX)
10023,3hng,6.74,(8ST)
10024,3m67,6.74,(E36)
10025,3mv5,6.74,(XFE)
10026,3n6k,6.74,(BFH)
10027,3oim,6.74,(VZ5)
10029,3pdq,6.74,(KC6)
10031,3r21,6.74,(D36)
10032,3s0n,6.74,(0BB)
10033,3wav,6.74,(DWV)
10034,3zm5,6.74,(IGM)
10035,4bo6,6.74,(36P)
10036,4ca6,6.74,(3EF)
10038,4ew3,6.74,(DXZ)
10039,4f9y,6.74,(LM3)
10040,4hwr,6.74,(1B2)
10041,4j0t,6.74,(6T9)
10043,4lxz,6.74,(SHH)
10046,4p4e,6.74,(2G4)
10048,4wlb,6.74,(3QQ)
10049,4wmu,6.74,(19H)
10050,4ylk,6.74,(4E2)
10051,4zpf,6.74,(4QD)
10052,5fv7,6.74,(R3Z)
10053,5ih8,6.74,(6BJ)
10054,5j27,6.74,(6FF)
10055,5nk2,6.74,(8ZZ)
10056,5u7m,6.74,(83G)
10057,5uzk,6.74,(504)
10058,5x73,6.74,(P59)
10059,5xsu,6.74,(8E3)
10060,5yu9,6.74,(1E8)
10061,5za9,6.74,(50I)
10062,6bgv,6.74,(DQG)
10063,6di1,6.74,(GJD)
10064,6htz,6.74,(GRK)
10065,1cx9,6.75,(NHP)
10066,1h5u,6.75,(CHI)
10067,3ekq,6.75,(ROC)
10068,3ikd,6.75,(J9Z)
10069,4ci2,6.75,(LVY)
10070,4cwt,6.75,(IK9)
10071,6fa5,6.75,(ADP)
10072,6faa,6.75,(ADP)
10073,6fac,6.75,(ADP)
10074,1rw8,6.76,(580)
10075,1w22,6.76,(NHB)
10076,2on6,6.76,(IMH)
10077,3ard,6.76,(3GH)
10078,4b4g,6.76,(KKT)
10079,4dce,6.76,(0JF)
10081,4hlc,6.76,(T05)
10083,4jzf,6.76,(1NL)
10084,4pvx,6.76,(YS1)
10085,5jmw,6.76,(L50)
10087,5nr8,6.76,(95N)
10088,5q0u,6.76,(9LP)
10089,5wa9,6.76,(9ZD)
10090,6f9v,6.76,(D0Z)
10091,1bkj,6.77,(FMN)
10093,1hk2,6.77,(T44)
10094,1mqd,6.77,(SHI)
10095,1ms7,6.77,(SHI)
10096,1o30,6.77,(693)
10097,1o3j,6.77,(334)
10098,1o3k,6.77,(334)
10099,1om1,6.77,(IQA)
10100,1ony,6.77,(588)
10101,1qb1,6.77,(974)
10103,2c1a,6.77,(I5S)
10104,2hyy,6.77,(STI)
10105,2jdt,6.77,(I5S)
10106,2piz,6.77,(606)
10108,2vo7,6.77,(M05)
10110,2x2m,6.77,(X2M)
10111,2xb9,6.77,(XNW)
10112,3evf,6.77,(GTA)
10113,3fas,6.77,(GLU)
10114,3fvn,6.77,(9DX)
10116,3ine,6.77,(X17)
10117,3m40,6.77,(J45)
10118,3zcz,6.77,(TFR)
10119,4cwp,6.77,(TV2)
10120,4gj7,6.77,(0LT)
10121,4hlm,6.77,(16S)
10122,4i10,6.77,(1BS)
10123,4j8t,6.77,(DOG)
10124,4loi,6.77,(1YC)
10125,4nzo,6.77,(2OV)
10126,4p4f,6.77,(2GB)
10127,4x48,6.77,(XPF)
10128,4x63,6.77,(3XV)
10129,4zup,6.77,(5XA)
10130,5ayt,6.77,(L6Y)
10131,5c26,6.77,(50H)
10132,5ecv,6.77,(5M2)
10133,5eue,6.77,(5S5)
10134,5fh8,6.77,(5XK)
10135,5htb,6.77,(6L5)
10136,5jrq,6.77,(6N9)
10137,5khi,6.77,(6SX)
10138,5mi5,6.77,(OAN)
10139,5ngs,6.77,(8WW)
10140,5nvw,6.77,(9BW)
10141,5nvz,6.77,(9BN)
10142,5ugh,6.77,(8AJ)
10143,3fal,6.78,(LO2)
10144,3gcu,6.78,(R48)
10145,3kyf,6.78,(5GP)
10146,3l9l,6.78,(L9L)
10147,4hnp,6.78,(ONK)
10148,4kqo,6.78,(JPP)
10149,4ui5,6.78,(BJ4)
10151,5ahu,6.78,(G76)
10152,5gvp,6.78,(GCF)
10153,5mte,6.78,(BB2)
10154,5uzj,6.78,(8UV)
10155,5yh8,6.78,(8UX)
10156,5zaf,6.78,(28I)
10157,6cho,6.78,(F14)
10158,2rcb,6.79,(DSN)
10159,3su0,6.79,(TSV)
10160,4i9s,6.79,(RET)
10161,4l31,6.79,(F08)
10162,4ogj,6.79,(2TA)
10163,4wkv,6.79,(3QK)
10164,4xnv,6.79,(BUR)
10165,5dy5,6.79,(5GR)
10166,5nrf,6.79,(95Q)
10167,5uga,6.79,(8BM)
10168,5ugb,6.79,(8BM)
10169,5y94,6.79,(8QC)
10170,1bl6,6.8,(SB6)
10171,1fl3,6.8,(SPB)
10172,1mkd,6.8,(ZAR)
10173,1nq7,6.8,(ARL)
10175,1p1n,6.8,(KAI)
10176,1ttv,6.8,(IMY)
10177,1ung,6.8,(ALH)
10178,1y2e,6.8,(5DE)
10179,2ai8,6.8,(SB7)
10180,2i0v,6.8,(6C3)
10182,2xhm,6.8,(K26)
10183,2xm8,6.8,(B4W)
10184,2xnm,6.8,(WGZ)
10185,2xu3,6.8,(XU3)
10186,3c4c,6.8,(324)
10188,3d94,6.8,(D94)
10189,3fui,6.8,(812)
10190,3fv8,6.8,(JK3)
10191,3fx6,6.8,(BPX)
10192,3ihz,6.8,(FK5)
10193,3kc3,6.8,(MK2)
10195,3qcq,6.8,(3Q0)
10197,3s2v,6.8,(3HU)
10198,3sdk,6.8,(P3N)
10199,3t03,6.8,(3T0)
10200,3uib,6.8,(SB2)
10203,3zrl,6.8,(ZRL)
10204,4aro,6.8,(IHS)
10206,4g2f,6.8,(C07)
10207,4j0a,6.8,(1JL)
10208,4l7f,6.8,(1V5)
10210,4qo9,6.8,(627)
10211,4u0s,6.8,(ADP)
10212,4wno,6.8,(3RF)
10213,4xt9,6.8,(43V)
10215,5a83,6.8,(YD3)
10216,5acb,6.8,(5I1)
10217,5c83,6.8,(4YN)
10218,5elv,6.8,(5PX)
10219,5fqt,6.8,(7QN)
10220,5j8m,6.8,(6DL)
10221,5l72,6.8,(6PF)
10222,5nk6,6.8,(90W)
10224,5wae,6.8,(A1J)
10225,5y8c,6.8,(8P9)
10226,6bsm,6.8,(E7D)
10227,6cve,6.8,(CTP)
10228,6ej4,6.8,(B7W)
10229,6eo9,6.8,(2OJ)
10230,2f3e,6.81,(AXQ)
10231,2uwp,6.81,(894)
10232,3bc3,6.81,(OPT)
10233,3mo0,6.81,(E11)
10234,4ci3,6.81,(Y70)
10236,4m48,6.81,(21B)
10237,5cnm,6.81,(52Q)
10238,5etx,6.81,(5RS)
10239,5vo2,6.81,(9FV)
10240,5wlt,6.81,(86B)
10241,5zae,6.81,(EAU)
10242,1db5,6.82,(6IN)
10243,1drk,6.82,(RIP)
10245,1fsy,6.82,(105)
10248,1k1n,6.82,(CCR)
10249,1lrh,6.82,(NLA)
10251,1nnu,6.82,(TCT)
10252,1o37,6.82,(653)
10253,1o38,6.82,(653)
10254,1pmv,6.82,(537)
10255,1s9t,6.82,(QUS)
10256,1tr7,6.82,(DEG)
10257,1uwf,6.82,(DEG)
10258,1xh7,6.82,(R96)
10259,2ath,6.82,(3EA)
10260,2b1i,6.82,(93A)
10261,2c94,6.82,(TSF)
10262,2d41,6.82,(SNH)
10263,2etk,6.82,(HFS)
10264,2etr,6.82,(Y27)
10265,2g97,6.82,(DGB)
10268,2oxd,6.82,(K32)
10269,2pym,6.82,(1UN)
10270,2r9s,6.82,(255)
10271,2rfh,6.82,(23N)
10272,2v5a,6.82,(LZL)
10273,2v8w,6.82,(MGO)
10275,2xyd,6.82,(3ES)
10276,2y1d,6.82,(34F)
10277,2ydi,6.82,(YDI)
10278,2zq0,6.82,(ACR)
10279,3cqu,6.82,(CQU)
10281,3dx2,6.82,(MZB)
10282,3ipe,6.82,(JZE)
10283,3kb3,6.82,(A8S)
10284,3m3x,6.82,(JS7)
10286,3ncg,6.82,(BK1)
10287,3qbh,6.82,(QBH)
10288,3s75,6.82,(EVG)
10289,3s9t,6.82,(E49)
10292,3ufl,6.82,(508)
10293,3uix,6.82,(Q17)
10294,3vf8,6.82,(0JE)
10295,3wzp,6.82,(ZOF)
10296,4c8r,6.82,(6YT)
10297,4cku,6.82,(P2F)
10298,4gkc,6.82,(RET)
10300,4h4d,6.82,(10E)
10301,4lm5,6.82,(Q17)
10302,4n3r,6.82,(2GU)
10303,4nue,6.82,(NUE)
10304,4oew,6.82,(5IO)
10305,4ow0,6.82,(S88)
10306,4qy3,6.82,(3G1)
10307,4w9s,6.82,(3K1)
10308,5aku,6.82,(29F)
10309,5dt2,6.82,(5EV)
10310,5eud,6.82,(5S6)
10311,5exw,6.82,(7DT)
10312,5he0,6.82,(453)
10313,5htc,6.82,(66M)
10315,5j75,6.82,(6GQ)
10316,5jc1,6.82,(6JB)
10317,5kr8,6.82,(6WE)
10319,5m6h,6.82,(7J6)
10320,5nf5,6.82,(8VN)
10321,5qc4,6.82,(BC7)
10322,5tjx,6.82,(GBT)
10323,5vcv,6.82,(1N1)
10324,5w8i,6.82,(9YD)
10325,5w9g,6.82,(KU2)
10326,5wev,6.82,(9ZS)
10327,5ylv,6.82,(8WX)
10328,6apz,6.82,(BQ4)
10329,6bgy,6.82,(DLJ)
10330,1htf,6.83,(G26)
10332,2gnh,6.83,(H52)
10333,2xnb,6.83,(Y8L)
10334,3deh,6.83,(RXA)
10335,3e6v,6.83,(ABH)
10336,3kvx,6.83,(FMY)
10337,3zo4,6.83,(QWI)
10338,4bcq,6.83,(TJF)
10339,4o91,6.83,(NG2)
10341,1bhx,6.84,(R56)
10342,1me4,6.84,(T10)
10343,2hxq,6.84,(373)
10344,2y5g,6.84,(FJD)
10345,3du8,6.84,(553)
10346,3ewj,6.84,(642)
10347,3lco,6.84,(LC0)
10348,3qio,6.84,(QID)
10349,4kn1,6.84,(04J)
10350,4l0s,6.84,(1UZ)
10351,4l32,6.84,(1VF)
10352,4pul,6.84,(2WU)
10353,5cep,6.84,(50E)
10354,5cnj,6.84,(52Q)
10355,5ezz,6.84,(5T6)
10356,5mae,6.84,(7KN)
10357,5mi3,6.84,(GDP)
10358,5uis,6.84,(8C1)
10359,6csr,6.84,(BHO)
10360,6fr0,6.84,(E3H)
10361,6fyp,6.84,(3NG)
10364,1g30,6.85,(T87)
10365,1h3b,6.85,(R46)
10367,1os5,6.85,(NH1)
10368,1q72,6.85,(COC)
10369,1qyg,6.85,(BCG)
10370,1rv1,6.85,(IMZ)
10371,1sqc,6.85,(LDA)
10372,1tvo,6.85,(FRZ)
10373,1xk9,6.85,(P34)
10374,1xt8,6.85,(CYS)
10375,1yw2,6.85,(PGJ)
10377,2cbr,6.85,(A80)
10378,2fjm,6.85,(073)
10379,2iw6,6.85,(QQ2)
10380,2vgp,6.85,(AD6)
10381,2vto,6.85,(LZ8)
10382,2vtq,6.85,(LZA)
10383,2yc3,6.85,(MW5)
10385,3f5p,6.85,(741)
10386,3g42,6.85,(792)
10387,3h3c,6.85,(P1E)
10389,3n76,6.85,(CA2)
10390,3pn4,6.85,(BB2)
10391,3pz3,6.85,(PZ3)
10395,3voz,6.85,(04A)
10396,3wcg,6.85,(BH3)
10398,4d85,6.85,(0GU)
10399,4g16,6.85,(0VM)
10401,4hki,6.85,(FLN)
10402,4k3h,6.85,(1OM)
10403,4nzm,6.85,(0EJ)
10404,4ool,6.85,(2U2)
10405,4qtn,6.85,(NNR)
10406,4tkg,6.85,(09L)
10407,4w9q,6.85,(3JP)
10409,4ybm,6.85,(4BJ)
10410,5d7c,6.85,(57W)
10411,5div,6.85,(5BH)
10412,5f1v,6.85,(3VN)
10413,5g1c,6.85,(9RB)
10414,5ie1,6.85,(6BS)
10415,5j64,6.85,(6G7)
10417,5tz3,6.85,(7OM)
10418,6d5e,6.85,(FVG)
10419,6eox,6.85,(BKW)
10420,6fnj,6.85,(DWT)
10421,6fqo,6.85,(E2T)
10422,6iiv,6.85,(A90)
10423,2vd1,6.86,(D28)
10424,3aid,6.86,(ARQ)
10425,3pyy,6.86,(3YY)
10426,5dx4,6.86,(E0C)
10427,5f3e,6.86,(5UO)
10428,5fh7,6.86,(5XL)
10429,5mzg,6.86,(2GE)
10430,5y3o,6.86,(8M9)
10431,6ee3,6.86,(J4V)
10433,2zcr,6.87,(B69)
10435,3mo5,6.87,(E72)
10436,3qin,6.87,(P1Y)
10437,3tmk,6.87,(T5A)
10438,4mhz,6.87,(PBD)
10439,4re4,6.87,(IFM)
10440,4rvr,6.87,(3WQ)
10442,5j0d,6.87,(6F9)
10443,5nih,6.87,(8VE)
10444,5vr8,6.87,(UDX)
10445,6cis,6.87,(X26)
10446,6gl9,6.87,(F3W)
10448,1xka,6.88,(4PP)
10449,2c6n,6.88,(LPR)
10450,3oe5,6.88,(611)
10451,3u3u,6.88,(EAH)
10452,4bco,6.88,(T6Q)
10453,4j4n,6.88,(D44)
10454,4k43,6.88,(1PO)
10455,4n4s,6.88,(2H1)
10456,4ui3,6.88,(06R)
10457,4uvc,6.88,(D52)
10458,4wvl,6.88,(3US)
10459,5tci,6.88,(79V)
10461,5z99,6.88,(SLB)
10462,6el5,6.88,(PU1)
10466,1qhr,6.89,(157)
10467,1sb1,6.89,(165)
10468,1uz1,6.89,(IFL)
10469,1v0p,6.89,(PVB)
10471,1wqv,6.89,(PSM)
10472,2bfq,6.89,(AR6)
10473,2dri,6.89,(RIP)
10474,2e92,6.89,(M0N)
10475,2f34,6.89,(UBA)
10476,2gvz,6.89,(ONA)
10477,2iu0,6.89,(203)
10478,2jnp,6.89,(NGH)
10479,2r3w,6.89,(G3G)
10480,2vk2,6.89,(GZL)
10481,2wks,6.89,(CB6)
10482,2x38,6.89,(IC8)
10483,2xu5,6.89,(XU5)
10484,2y57,6.89,(V37)
10485,2yiu,6.89,(SMA)
10486,2ym7,6.89,(YM7)
10487,2yol,6.89,(EBN)
10488,3f0r,6.89,(TSN)
10489,3fvg,6.89,(MS8)
10491,3hu1,6.89,(AGS)
10492,3hu3,6.89,(AGS)
10493,3jya,6.89,(LWG)
10494,3kvw,6.89,(IRB)
10495,3l4x,6.89,(NR3)
10496,3ljt,6.89,(LA3)
10498,3py0,6.89,(SU9)
10499,3py1,6.89,(SU9)
10500,3qip,6.89,(P4Y)
10501,3r4n,6.89,(FU5)
10502,3rak,6.89,(03Z)
10503,3tib,6.89,(LVO)
10504,3vsw,6.89,(R31)
10505,3zrk,6.89,(ZRK)
10506,3zrm,6.89,(ZRM)
10507,4al4,6.89,(W7E)
10508,4awk,6.89,(CI1)
10509,4bo4,6.89,(36G)
10511,4g4p,6.89,(GLN)
10512,4hn2,6.89,(0EJ)
10513,4ks5,6.89,(1SO)
10514,4o76,6.89,(1M3)
10515,4op1,6.89,(2UW)
10516,4x8v,6.89,(3Z9)
10517,4yik,6.89,(2O2)
10518,4yw7,6.89,(4J0)
10519,4zuq,6.89,(6XA)
10520,5ee8,6.89,(ZXM)
10521,5ewj,6.89,(QEL)
10523,5h4j,6.89,(FKM)
10524,5he2,6.89,(F0S)
10525,5hfu,6.89,(603)
10526,5j5r,6.89,(6G1)
10527,5jic,6.89,(N7E)
10528,5kj0,6.89,(6TB)
10529,5l2m,6.89,(6ZY)
10530,5x9p,6.89,(80L)
10531,5yg2,6.89,(N05)
10532,6glb,6.89,(F48)
10533,1k1l,6.9,(FD3)
10534,2hwo,6.9,(RBS)
10535,2p3g,6.9,(F10)
10536,2w6n,6.9,(OA2)
10537,3a2c,6.9,(PDY)
10538,3cow,6.9,(52H)
10539,3dy6,6.9,(DY6)
10540,3gbb,6.9,(MS8)
10541,3qo3,6.9,(ATP)
10543,4fz6,6.9,(0VG)
10544,4j4o,6.9,(D44)
10546,4vgc,6.9,(SRD)
10547,4zzx,6.9,(FSU)
10548,5f3g,6.9,(5UL)
10550,6q73,6.9,(HKK)
10551,2hha,6.91,(3TP)
10552,2ito,6.91,(IRE)
10553,3evc,6.91,(GTP)
10554,3evd,6.91,(GTP)
10555,3kbz,6.91,(2T4)
10557,4bcm,6.91,(T7Z)
10558,4jx7,6.91,(1N6)
10559,5can,6.91,(4ZB)
10560,5cqt,6.91,(EB3)
10561,5nra,6.91,(95K)
10562,5tq6,6.91,(7GV)
10563,6hu0,6.91,(T86)
10565,1a9m,6.92,(U0E)
10566,1b39,6.92,(ATP)
10569,1k6v,6.92,(XN2)
10570,1m9n,6.92,(XMP)
10571,1o2j,6.92,(656)
10572,1o2k,6.92,(656)
10573,1o4a,6.92,(197)
10574,1ph0,6.92,(418)
10575,1pkx,6.92,(XMP)
10576,1swr,6.92,(BTN)
10577,1vj5,6.92,(CIU)
10578,2a3x,6.92,(CPK)
10579,2d3u,6.92,(CCT)
10580,2foy,6.92,(B30)
10581,2g78,6.92,(REA)
10582,2g79,6.92,(RET)
10583,2o9j,6.92,(CZA)
10584,2oa0,6.92,(CZA)
10585,2uy0,6.92,(HV1)
10586,2uzb,6.92,(C75)
10587,2xcn,6.92,(C8D)
10588,3bl0,6.92,(BL0)
10590,3ccn,6.92,(LKG)
10591,3cwe,6.92,(825)
10592,3e7o,6.92,(35F)
10593,3ej1,6.92,(5BP)
10594,3ipx,6.92,(B86)
10595,3jpv,6.92,(1DR)
10597,3lir,6.92,(EEC)
10598,3lok,6.92,(DJK)
10599,3lp1,6.92,(LP8)
10600,3lpj,6.92,(Z75)
10601,3r04,6.92,(UNQ)
10602,3r0i,6.92,(C0K)
10603,3r1v,6.92,(AZB)
10605,3u6w,6.92,(KIV)
10606,3uex,6.92,(STE)
10608,3wfg,6.92,(WFG)
10609,3wto,6.92,(N2Y)
10610,4bfy,6.92,(ZVY)
10611,4bo8,6.92,(34X)
10612,4gsy,6.92,(0Y5)
10613,4i47,6.92,(MY6)
10615,4jg7,6.92,(1LC)
10616,4k10,6.92,(NI9)
10617,4na4,6.92,(A1R)
10619,4po0,6.92,(NPS)
10621,4qtl,6.92,(WWO)
10622,4tn2,6.92,(33J)
10623,4u0e,6.92,(1B0)
10624,4wm9,6.92,(NXL)
10625,4wwp,6.92,(3VE)
10626,4yll,6.92,(4E3)
10627,5ci7,6.92,(51W)
10628,5d45,6.92,(57P)
10629,5f2f,6.92,(5U7)
10630,5i58,6.92,(67R)
10631,5jbi,6.92,(6J8)
10632,5kkr,6.92,(6U7)
10633,5km5,6.92,(TR5)
10634,5lz9,6.92,(7BR)
10636,5q1e,6.92,(9NG)
10637,6bsk,6.92,(MVG)
10638,6d5h,6.92,(FV7)
10640,2weo,6.93,(FBW)
10642,3svj,6.93,(4LI)
10643,4e93,6.93,(GUI)
10644,4y67,6.93,(RC5)
10645,2z7h,6.94,(GG3)
10647,3svv,6.94,(VSP)
10648,4f9w,6.94,(LM4)
10649,4l34,6.94,(1VG)
10650,4nru,6.94,(2NG)
10651,4og7,6.94,(2SE)
10652,4pkb,6.94,(MAY)
10653,4rn4,6.94,(3T7)
10654,4w4v,6.94,(3H8)
10656,4xir,6.94,(40X)
10657,5knj,6.94,(6UX)
10658,5yjy,6.94,(8WF)
10659,6hsz,6.94,(GOW)
10660,1kmv,6.95,(LII)
10661,1tcx,6.95,(IM1)
10662,2hiz,6.95,(LIJ)
10663,2igy,6.95,(A2T)
10664,3dct,6.95,(064)
10665,3ho2,6.95,(N32)
10667,4i9r,6.95,(RET)
10668,4k9y,6.95,(K9Y)
10670,4q4s,6.95,(S98)
10671,4qir,6.95,(379)
10672,4qw4,6.95,(3BV)
10673,4wyo,6.95,(3W2)
10674,5am4,6.95,(MVJ)
10675,5h0g,6.95,(OOU)
10676,5i59,6.95,(67Q)
10677,6b1c,6.95,(C9J)
10678,1atr,6.96,(ADP)
10680,1c5c,6.96,(TK4)
10681,1d3v,6.96,(ABH)
10683,1gj8,6.96,(133)
10686,1juj,6.96,(LYA)
10687,1mto,6.96,(F6P)
10688,1n3w,6.96,(MAL)
10689,1oyq,6.96,(T87)
10690,1r58,6.96,(AO5)
10691,1u0h,6.96,(ONM)
10692,1x8j,6.96,(AOI)
10693,2anl,6.96,(JE2)
10694,2cng,6.96,(IZE)
10695,2e93,6.96,(B29)
10696,2ieh,6.96,(MOY)
10697,2ojf,6.96,(4PY)
10698,2xwd,6.96,(LGS)
10699,3bjc,6.96,(WAN)
10700,3cth,6.96,(319)
10701,3exe,6.96,(TPP)
10703,3lp0,6.96,(LP7)
10704,3lq5,6.96,(SLQ)
10705,3p78,6.96,(P78)
10706,3pn1,6.96,(IVH)
10707,3qtf,6.96,(05S)
10709,3tv4,6.96,(TV4)
10710,4cg8,6.96,(G8S)
10711,4dai,6.96,(0J5)
10712,4i54,6.96,(1C1)
10713,4jyb,6.96,(GNP)
10714,4loh,6.96,(1SY)
10715,4pzw,6.96,(2X4)
10716,4rpn,6.96,(PCI)
10717,5cst,6.96,(CDP)
10718,5fat,6.96,(602)
10719,5gso,6.96,(5GI)
10720,5i8b,6.96,(69F)
10722,5j5t,6.96,(6G2)
10723,5j71,6.96,(P35)
10724,5l13,6.96,(6ZE)
10725,5lh4,6.96,(6W4)
10727,5mhq,6.96,(8QT)
10728,5ncq,6.96,(8T8)
10729,5qcm,6.96,(BVJ)
10730,5t31,6.96,(75F)
10731,5v35,6.96,(FAR)
10732,5wdj,6.96,(AEY)
10733,5yfz,6.96,(8UO)
10734,6apv,6.96,(3L4)
10735,6bl1,6.96,(DWG)
10736,6bnl,6.96,(QWV)
10737,6ft9,6.96,(E6W)
10738,2k0g,6.97,(CMP)
10739,3hy7,6.97,(097)
10740,3r7q,6.97,(FAV)
10741,3t84,6.97,(SG6)
10742,4li6,6.97,(1XO)
10743,4nj9,6.97,(2M9)
10744,4xar,6.97,(40F)
10745,5ul5,6.97,(8D7)
10746,5umy,6.97,(TNN)
10747,5usz,6.97,(SKE)
10748,5zag,6.97,(94I)
10749,6c5t,6.97,(EKP)
10750,1biw,6.98,(S80)
10751,1my4,6.98,(IWD)
10752,2fme,6.98,(3QC)
10753,2w54,6.98,(HHR)
10754,3hv8,6.98,(C2E)
10756,4att,6.98,(HNV)
10757,4av0,6.98,(HNV)
10758,4ckr,6.98,(DI1)
10759,4oc4,6.98,(2QN)
10760,5ajw,6.98,(S6L)
10762,5vgi,6.98,(9DJ)
10763,5vs6,6.98,(9QD)
10764,6eif,6.98,(B5T)
10765,2iw8,6.99,(4SP)
10768,3slz,6.99,(3TL)
10769,3t2v,6.99,(KKJ)
10771,4bcs,6.99,(BTN)
10773,4fai,6.99,(PBD)
10774,4fbe,6.99,(PBD)
10775,4w4x,6.99,(3HN)
10776,5xpn,6.99,(8BO)
10777,6b3e,6.99,(CJM)
10778,6bnk,6.99,(AGH)
10779,1ch8,7.0,(GPX)
10780,1fki,7.0,(SB1)
10782,1gj6,7.0,(132)
10783,1iep,7.0,(STI)
10787,1lf3,7.0,(EH5)
10788,1m74,7.0,(ADP)
10789,1oth,7.0,(PAO)
10790,1pqc,7.0,(444)
10791,1tyr,7.0,(REA)
10792,1unh,7.0,(IXM)
10793,1vru,7.0,(AAP)
10795,1yvf,7.0,(PH7)
10796,1zoh,7.0,(K44)
10797,2a2g,7.0,(LEO)
10799,2gm1,7.0,(2AZ)
10800,2gvd,7.0,(128)
10801,2gyi,7.0,(HYA)
10802,2j7g,7.0,(GI4)
10803,2p0d,7.0,(I3P)
10804,2qc6,7.0,(G12)
10805,2r3k,7.0,(SCQ)
10806,2r3l,7.0,(SCW)
10807,2rjp,7.0,(886)
10808,2veu,7.0,(IZ1)
10810,2z7i,7.0,(742)
10811,2zu5,7.0,(ZU5)
10813,3db8,7.0,(1FR)
10814,3di6,7.0,(PDZ)
10817,3dux,7.0,(64U)
10818,3fsm,7.0,(2NC)
10819,3g15,7.0,(HC6)
10821,3hd3,7.0,(25B)
10823,3kdm,7.0,(TES)
10824,3kx1,7.0,(KX1)
10825,3l38,7.0,(879)
10826,3l4y,7.0,(NR4)
10827,3l8s,7.0,(BFF)
10828,3m2u,7.0,(TXZ)
10829,3mb6,7.0,(01I)
10830,3mhm,7.0,(J75)
10831,3pix,7.0,(027)
10833,3qaq,7.0,(QAQ)
10834,3qj9,7.0,(QJ9)
10835,3ral,7.0,(04Z)
10837,3t82,7.0,(SG4)
10838,3u9n,7.0,(09H)
10840,3wtm,7.0,(N1Y)
10841,3wzn,7.0,(BTN)
10842,3zya,7.0,(2A8)
10843,3zyu,7.0,(1GH)
10845,4ayr,7.0,(IFL)
10846,4b6o,7.0,(3DQ)
10847,4bo7,7.0,(J2T)
10849,4dew,7.0,(LU2)
10850,4fcq,7.0,(2N6)
10851,4fhi,7.0,(0S4)
10852,4gs8,7.0,(MGJ)
10854,4i7f,7.0,(NVE)
10855,4idt,7.0,(T28)
10857,4ncm,7.0,(704)
10859,4r3c,7.0,(3GF)
10860,4rfy,7.0,(3OU)
10861,4riv,7.0,(LSA)
10863,4uco,7.0,(D41)
10865,4x0f,7.0,(ROL)
10866,4ybt,7.0,(4BV)
10867,4ymj,7.0,(4EJ)
10868,4yve,7.0,(4KK)
10869,4zlz,7.0,(4RV)
10870,4zz0,7.0,(3YE)
10871,5boj,7.0,(4TX)
10872,5d47,7.0,(L19)
10873,5edb,7.0,(5M8)
10874,5ei6,7.0,(5OQ)
10875,5fl4,7.0,(9FK)
10876,5g22,7.0,(YN4)
10877,5g2b,7.0,(LQY)
10878,5gvk,7.0,(G45)
10879,5jyp,7.0,(ZBS)
10880,5kbq,7.0,(IPV)
10881,5l8c,7.0,(908)
10882,5l9i,7.0,(SNW)
10883,5mev,7.0,(7LW)
10884,5mwy,7.0,(YNU)
10885,5sz6,7.0,(72G)
10886,5usq,7.0,(8LY)
10887,5wg4,7.0,(AFV)
10888,5wzu,7.0,(7W3)
10889,6afl,7.0,(73H)
10891,6d59,7.0,(FVJ)
10892,6eo8,7.0,(2FN)
10893,6hdq,7.0,(FZE)
10896,1u32,7.01,(OKA)
10897,1x8b,7.01,(824)
10898,2b8v,7.01,(3BN)
10899,2zmd,7.01,(537)
10901,3eou,7.01,(PK3)
10902,3nht,7.01,(U46)
10903,4d8e,7.01,(E64)
10904,4mq2,7.01,(2C4)
10905,4ux4,7.01,(E9L)
10906,5byy,7.01,(4WG)
10907,5d29,7.01,(5Q1)
10908,6fs1,7.01,(E4Q)
10909,6hti,7.01,(GQW)
10910,1ypj,7.02,(UIB)
10911,2b55,7.02,(D31)
10912,2btr,7.02,(U73)
10913,2vwl,7.02,(LZH)
10914,2yj9,7.02,(YJ9)
10915,2yjb,7.02,(YJ9)
10916,3cdb,7.02,(9HI)
10917,3hv5,7.02,(R24)
10918,3igp,7.02,(DT7)
10919,3n4b,7.02,(WWZ)
10920,3nzc,7.02,(D2O)
10921,3pbb,7.02,(PBD)
10922,3r92,7.02,(06J)
10923,3w0l,7.02,(F6R)
10924,4bfd,7.02,(8T3)
10925,4dum,7.02,(HLI)
10926,4mw9,7.02,(2EJ)
10927,5bns,7.02,(4VM)
10928,5f4r,7.02,(5VF)
10929,5f4u,7.02,(5VH)
10931,1wtg,7.03,(3BP)
10932,2vwm,7.03,(LZI)
10933,3dsu,7.03,(FPP)
10935,3fxv,7.03,(643)
10936,3gnv,7.03,(XNZ)
10937,3hyg,7.03,(099)
10938,3ohf,7.03,(3HF)
10939,4ajo,7.03,(88N)
10940,4av4,7.03,(FVQ)
10941,4fxz,7.03,(LEU)
10942,4jpc,7.03,(1M6)
10943,4ql1,7.03,(35Q)
10944,4rj3,7.03,(3QS)
10945,5ai5,7.03,(BSU)
10946,5ap3,7.03,(AU5)
10948,5g2n,7.03,(6E2)
10949,5hz9,7.03,(5M8)
10950,5vsf,7.03,(9HG)
