proteinName,affinity,ligandName
4pv5,6.54,(CBW)
4rfr,6.54,(RHN)
4u90,6.54,(10-mer)
4uac,6.54,(ACR)
4uu8,6.54,(9-mer)
4w9k,6.54,(3JO)
5cfa,6.54,(15-mer)
5cqu,6.54,(JRJ)
5hk9,6.54,(64O)
5lsy,6.54,(76M)
5n69,6.54,(2OW)
5wdw,6.54,(8KU)
5zh2,6.54,(9CU)
6eeh,6.54,(J4D)
6gfs,6.54,(F15)
1dhj,6.55,(MTX)
1h3a,6.55,(R04)
1hmr,6.55,(ELA)
1hp5,6.55,(NGT)
1n4h,6.55,(REA)
1q4k,6.55,(6-mer)
1umw,6.55,(7-mer)
1yc4,6.55,(43P)
1yda,6.55,(AZM)
2bok,6.55,(784)
2fgh,6.55,(ATP)
2i3v,6.55,(GLU)
2n27,6.55,(4DY)
2uw6,6.55,(GVO)
2xxr,6.55,(GLU)
3cho,6.55,(4BG)
3s0e,6.55,(EOL)
4clb,6.55,(83T)
4frj,6.55,(DWB)
4iue,6.55,(AJ4)
4k42,6.55,(NWM)
4o9s,6.55,(2RY)
4og3,6.55,(2S6)
4qp8,6.55,(362)
4tkf,6.55,(33C)
4x2s,6.55,(ASP)
5cxi,6.55,(5TW)
5he1,6.55,(ZS2)
5he3,6.55,(FF1)
5hyx,6.55,(13-mer)
5ijj,6.55,(I6P)
5jaz,6.55,(LC5)
5nt0,6.55,(97H)
5sym,6.55,(71Q)
5tpx,6.55,(7H7)
5twh,6.55,(17-mer)
5wzs,6.55,(7W9)
5z95,6.55,(EGC)
6aqq,6.55,(BVY)
6bu3,6.55,(3GK)
6e9w,6.55,(J0P)
6ea2,6.55,(J1G)
2khh,6.56,(9-mer)
2zq2,6.56,(13U)
4db7,6.56,(Z25)
4lbu,6.56,(1WJ)
4lnb,6.56,(ED5)
5h5o,6.56,(PCG)
5u2e,6.56,(837)
5yyb,6.56,(NGE)
6df1,6.56,(3-mer)
6f3b,6.56,(CJK)
1ft4,6.57,(703)
1gzv,6.57,(PA5)
1sld,6.57,(6-mer)
1ujk,6.57,(12-mer)
1wva,6.57,(S2C)
1y2c,6.57,(3DE)
1zub,6.57,(11-mer)
2c6l,6.57,(DT4)
2cv3,6.57,(11-mer)
2fqy,6.57,(ADN)
2hzl,6.57,(PYR)
2lbm,6.57,(15-mer)
2m3z,6.57,(1HF)
2pwc,6.57,(G3G)
2r9b,6.57,(8-mer)
3cgf,6.57,(JNF)
3cm7,6.57,(X22)
3il6,6.57,(B83)
3lc5,6.57,(IZX)
3ove,6.57,(5-mer)
3qox,6.57,(SAH)
3rbm,6.57,(B73)
3sax,6.57,(E50)
3tfn,6.57,(2CJ)
3wci,6.57,(BH5)
4byj,6.57,(FH5)
4fs4,6.57,(H24)
4ge5,6.57,(A89)
4jgv,6.57,(T94)
4l0i,6.57,(1UW)
4la7,6.57,(A1O)
4mzo,6.57,(2EW)
4nnn,6.57,(ALD)
4py2,6.57,(43E)
4x68,6.57,(OP0)
4zum,6.57,(FKS)
5aln,6.57,(5ZM)
5c7n,6.57,(BMF)
5er2,6.57,(0EK)
5evz,6.57,(ADP)
5g1a,6.57,(7H1)
5jnl,6.57,(L54)
5lpr,6.57,(5-mer)
5nwk,6.57,(5-mer)
5vcy,6.57,(DB8)
6biz,6.57,(15-mer)
6bky,6.57,(K32)
6ecz,6.57,(J4D)
1k1i,6.58,(FD1)
2p7z,6.58,(OHT)
3pb9,6.58,(1BN)
3sd5,6.58,(SD5)
4cd4,6.58,(2-mer)
5em5,6.58,(5Q2)
5itd,6.58,(6CY)
1b58,6.59,(3-mer)
1c2t,6.59,(NHS)
1c3e,6.59,(NHR)
1fiv,6.59,(5-mer)
1hk3,6.59,(T44)
1izi,6.59,(Q50)
1mq1,6.59,(12-mer)
1n7i,6.59,(LY1)
1qr3,6.59,(8-mer)
2byh,6.59,(2D7)
2e91,6.59,(ZOL)
2pvh,6.59,(P19)
2pwr,6.59,(G4G)
2v7d,6.59,(10-mer)
2xzq,6.59,(12-mer)
3gs6,6.59,(NP6)
3kah,6.59,(4DH)
3kdt,6.59,(7HA)
3opr,6.59,(SA2)
3t8v,6.59,(BTJ)
3tl0,6.59,(10-mer)
3uvn,6.59,(11-mer)
3wcl,6.59,(BH3)
4bnz,6.59,(8M5)
4dea,6.59,(NHI)
4j51,6.59,(N75)
4li0,6.59,(GDP)
4q3s,6.59,(X7A)
4qmq,6.59,(34U)
4qnb,6.59,(1B0)
4rn0,6.59,(L6G)
4xas,6.59,(40H)
5akh,6.59,(6NM)
5ddd,6.59,(59X)
5e0a,6.59,(NAG)
5ew0,6.59,(3C7)
5gjf,6.59,(6V4)
5jsm,6.59,(6NB)
5kbr,6.59,(IPW)
5l4i,6.59,(6J3)
5v3x,6.59,(I28)
5vja,6.59,(DUK)
6dq8,6.59,(H6S)
6dud,6.59,(HB4)
6ea1,6.59,(J0Y)
1ad8,6.6,(MDL)
1b38,6.6,(ATP)
1d8e,6.6,(6-mer)
1g7g,6.6,(INX)
1gwr,6.6,(12-mer)
1jzs,6.6,(MRC)
1kwr,6.6,(SG2)
1vot,6.6,(HUP)
1zpc,6.6,(716)
2a4z,6.6,(BYM)
2c5x,6.6,(MTW)
2c5y,6.6,(MTW)
2euk,6.6,(3-mer)
2f7p,6.6,(2SK)
2gg2,6.6,(U12)
2gg5,6.6,(U19)
2gtk,6.6,(208)
2j4g,6.6,(NB1)
2jdp,6.6,(MFU)
2wly,6.6,(2-mer)
2xhx,6.6,(T5M)
2y77,6.6,(CB8)
3cwk,6.6,(REA)
3dgl,6.6,(ATP)
3dln,6.6,(GLU)
3ejs,6.6,(HN5)
3eju,6.6,(HN7)
3eyl,6.6,(SMK)
3ip6,6.6,(PRO)
3jzp,6.6,(12-mer)
3lxe,6.6,(TOR)
3mpt,6.6,(1GK)
3tu1,6.6,(07G)
3v3q,6.6,(TMY)
4bib,6.6,(IEO)
4bie,6.6,(IE6)
4ci1,6.6,(EF2)
4dkq,6.6,(0LK)
4efu,6.6,(EFU)
4f08,6.6,(1RS)
4h75,6.6,(8-mer)
4mr5,6.6,(1K0)
4mr6,6.6,(1K0)
4muk,6.6,(2DV)
4oc1,6.6,(2QS)
4pnk,6.6,(KZQ)
4qk4,6.6,(PIK)
4qr4,6.6,(BNK)
4wpf,6.6,(3SN)
4x8o,6.6,(AP5)
4xii,6.6,(40V)
4ybi,6.6,(4B2)
4zzd,6.6,(RBF)
5alk,6.6,(WMR)
5f00,6.6,(5T8)
5i88,6.6,(69G)
5igq,6.6,(11-mer)
5j19,6.6,(15-mer)
5k48,6.6,(S5Z)
5l7e,6.6,(6Q0)
5lma,6.6,(6ZG)
5lqf,6.6,(4SP)
5mb1,6.6,(7KT)
5nw1,6.6,(9BH)
5wtt,6.6,(8-mer)
5z7j,6.6,(36J)
6bh5,6.6,(DNY)
6c2y,6.6,(EJS)
6ccq,6.6,(EX7)
6d5g,6.6,(FVD)
6eis,6.6,(B6N)
6g4m,6.6,(DQ5)
6hdo,6.6,(FZH)
3f7u,6.61,(AG4)
3kig,6.61,(DA4)
3mo2,6.61,(E67)
3qpo,6.61,(PFR)
3rjm,6.61,(6-mer)
4nnw,6.61,(2MK)
4qw3,6.61,(BO2)
5ai9,6.61,(K78)
6cmr,6.61,(5OD)
6gfy,6.61,(EXH)
1afk,6.62,(PAP)
1ii5,6.62,(GLU)
1jd5,6.62,(10-mer)
1kkq,6.62,(471)
1s3k,6.62,(4-mer)
1soj,6.62,(IBM)
1tkz,6.62,(H16)
1xnz,6.62,(FCD)
2cnf,6.62,(F32)
2ews,6.62,(ANP)
2j7b,6.62,(NTZ)
2jgs,6.62,(BTN)
2vwc,6.62,(BC2)
2vww,6.62,(7X2)
2w0j,6.62,(ZAT)
2zb0,6.62,(GK3)
2zq1,6.62,(11U)
3aav,6.62,(A2C)
3iu9,6.62,(T07)
3ka2,6.62,(2NC)
3ljo,6.62,(11U)
3m93,6.62,(M7G)
3opm,6.62,(LUI)
3ozp,6.62,(OAN)
3umx,6.62,(Q18)
4btk,6.62,(DTQ)
4er1,6.62,(0ZP)
4gfo,6.62,(0X2)
4ixv,6.62,(XA1)
4mpn,6.62,(PV0)
4rd0,6.62,(GDP)
4txc,6.62,(38G)
4unq,6.62,(H6D)
4x8n,6.62,(10-mer)
4y94,6.62,(IHP)
4znx,6.62,(12-mer)
5ejl,6.62,(C2E)
5l6h,6.62,(6O2)
5m55,6.62,(7GG)
5mw3,6.62,(5JT)
5o9h,6.62,(9P2)
5op2,6.62,(A0Q)
5q0j,6.62,(9KV)
5syn,6.62,(71T)
5t1l,6.62,(12-mer)
5t37,6.62,(758)
5ugd,6.62,(89S)
5unj,6.62,(14-mer)
5v42,6.62,(I66)
5w10,6.62,(CMP)
5wjj,6.62,(AQY)
5yjp,6.62,(8W6)
6eqv,6.62,(5-mer)
6g38,6.62,(TBN)
8lpr,6.62,(5-mer)
2exc,6.63,(JNK)
2qlq,6.63,(SR2)
2x7t,6.63,(WZB)
2yfe,6.63,(YFE)
3arb,6.63,(FEE)
3f8f,6.63,(DM1)
3os3,6.63,(3OS)
3wf8,6.63,(F76)
4eyr,6.63,(RIT)
4jg1,6.63,(12-mer)
4k77,6.63,(1Q4)
4l0v,6.63,(1V1)
4lyw,6.63,(21Q)
4nw7,6.63,(2O5)
4pv7,6.63,(CJP)
4rsc,6.63,(A3V)
4xip,6.63,(40W)
4xrq,6.63,(1B0)
5jt9,6.63,(7AF)
5u2c,6.63,(82Y)
6b97,6.63,(CZY)
6djc,6.63,(CF6)
6elp,6.63,(BA8)
1lcp,6.64,(PLU)
1sln,6.64,(INH)
1tmm,6.64,(APC)
2b1g,6.64,(13A)
2d3z,6.64,(FIH)
2gej,6.64,(GDD)
2h96,6.64,(893)
2jdo,6.64,(I5S)
2kpl,6.64,(11-mer)
2oi3,6.64,(14-mer)
2srt,6.64,(INH)
2wap,6.64,(PIX)
2wbd,6.64,(RO5)
2wi6,6.64,(ZZ6)
2za0,6.64,(MGI)
3b26,6.64,(B2L)
3cf1,6.64,(ADP)
3eoc,6.64,(T2A)
3fee,6.64,(QUS)
3g76,6.64,(CZ3)
3zy5,6.64,(GFB)
4cc6,6.64,(L5Y)
4e8z,6.64,(IHC)
4io8,6.64,(3FD)
4jit,6.64,(3ZF)
4rxe,6.64,(3YQ)
5abp,6.64,(GLA/GLB)
5i2e,6.64,(67D)
5jap,6.64,(6HZ)
5jat,6.64,(6HR)
5ko1,6.64,(6UY)
5l3j,6.64,(6G9)
5lcj,6.64,(6TS)
5nk8,6.64,(90Z)
5nu3,6.64,(99E)
5ul1,6.64,(8DY)
5y8w,6.64,(8PU)
6czv,6.64,(FOY)
6dxx,6.64,(WTF)
2j75,6.65,(NOY)
2pre,6.65,(E64)
3eio,6.65,(AJH)
3mzc,6.65,(S6I)
3zpr,6.65,(3WC)
4hww,6.65,(X7A)
4yha,6.65,(MZM)
6cwn,6.65,(6LA)
6guf,6.65,(23D)
1a4r,6.66,(GNH)
1cps,6.66,(CPM)
1elc,6.66,(0Z3)
1h3h,6.66,(11-mer)
1o3p,6.66,(655)
1pxp,6.66,(CK8)
1wur,6.66,(8DG)
2c5n,6.66,(CK8)
2c8x,6.66,(C5M)
2j7w,6.66,(GTP)
2v5x,6.66,(V5X)
2vx1,6.66,(7X8)
2xj7,6.66,(GC2)
2y5k,6.66,(YCU)
2yz3,6.66,(M5P)
2zm1,6.66,(KSF)
3iej,6.66,(599)
3lnj,6.66,(12-mer)
3lp2,6.66,(LP9)
3ow6,6.66,(MEX)
3pwd,6.66,(CZ0)
3shv,6.66,(10-mer)
3uat,6.66,(18-mer)
3zj6,6.66,(VM2)
4bjb,6.66,(P34)
4e96,6.66,(0NS)
4izm,6.66,(ASP)
4j08,6.66,(1JH)
4jr3,6.66,(KJR)
4jv6,6.66,(18F)
4ps1,6.66,(5-mer)
4v27,6.66,(2-mer)
4y24,6.66,(TD2)
4yqu,6.66,(4GB)
4z2g,6.66,(M6V)
4z7h,6.66,(4L5)
4zjw,6.66,(4P1)
5cls,6.66,(52T)
5cy9,6.66,(E0A)
5g6u,6.66,(YJM)
5m6f,6.66,(7HU)
5mja,6.66,(7O3)
5mz3,6.66,(8EN)
5n9t,6.66,(8QQ)
5nxi,6.66,(9DE)
5wyx,6.66,(CU8)
5wzt,6.66,(7W6)
6aps,6.66,(SV2)
6bfw,6.66,(DK7)
6bh0,6.66,(DO1)
6biy,6.66,(13-mer)
6c5q,6.66,(EKS)
6dar,6.66,(G2J)
6fa2,6.66,(D2W)
6g6y,6.66,(EOK)
6g6z,6.66,(EOK)
6giu,6.66,(L69)
6htt,6.66,(GQZ)
2etm,6.67,(7PY)
3ew2,6.67,(BTN)
3g19,6.67,(3-mer)
4yl1,6.67,(4U8)
5aad,6.67,(5GX)
5cav,6.67,(4ZQ)
5fho,6.67,(5XN)
5o11,6.67,(3NG)
5op5,6.67,(3FE)
6b1k,6.67,(C9G)
6bbx,6.67,(D77)
6ee6,6.67,(J4P)
1bdr,6.68,(IM1)
1c5x,6.68,(ESI)
1mai,6.68,(I3P)
1oiu,6.68,(N76)
1zeo,6.68,(C01)
2cm7,6.68,(IZD)
2fqw,6.68,(NOS)
2iwx,6.68,(M1S)
2of2,6.68,(547)
2ony,6.68,(TMJ)
2qbs,6.68,(024)
2qp6,6.68,(MB1)
2rcu,6.68,(BUJ)
2wf0,6.68,(ZY0)
2wtd,6.68,(ZZK)
3dab,6.68,(15-mer)
3ddq,6.68,(RRC)
3fhr,6.68,(P4O)
3ie3,6.68,(N11)
3lpf,6.68,(Z77)
3o75,6.68,(F1X)
3qa2,6.68,(XNA)
3su1,6.68,(TSV)
3ttj,6.68,(JBI)
3ws8,6.68,(X4C)
3zhx,6.68,(FM6)
4acm,6.68,(7YG)
4ca8,6.68,(3ES)
4ew2,6.68,(DXY)
4h39,6.68,(10-mer)
4h4e,6.68,(10G)
4l2g,6.68,(1V4)
4q6r,6.68,(30J)
4qmz,6.68,(B49)
4rrs,6.68,(3UY)
4ttv,6.68,(BC9)
4wpn,6.68,(3ST)
5h0e,6.68,(OOS)
5h6v,6.68,(7HS)
5l2w,6.68,(1QK)
5n8v,6.68,(KZZ)
5o4f,6.68,(8VE)
5t90,6.68,(18-mer)
5wzv,6.68,(7W0)
5y0f,6.68,(8JO)
5y5t,6.68,(8OR)
6ayi,6.68,(C3G)
6bgw,6.68,(DKS)
2jew,6.69,(720)
2xn5,6.69,(FUN)
3wf7,6.69,(FS9)
4b4m,6.69,(JWT)
4d8i,6.69,(5-mer)
4mm6,6.69,(29E)
5a6x,6.69,(MFU)
5alf,6.69,(OE1)
5ejv,6.69,(444)
5fs5,6.69,(KGM)
5ho6,6.69,(63K)
5m0s,6.69,(7CW)
5yhe,6.69,(8UX)
6ee4,6.69,(J4S)
1a09,6.7,(4-mer)
1a50,6.7,(FIP)
1b0h,6.7,(3-mer)
1b3g,6.7,(3-mer)
1dfo,6.7,(FFO)
1eld,6.7,(0Z0)
1f3e,6.7,(DPZ)
1fo3,6.7,(KIF)
1gca,6.7,(GAL)
1hp0,6.7,(AD3)
1i7i,6.7,(AZ2)
1jq3,6.7,(AAT)
1ke3,6.7,(BDB)
1kf6,6.7,(HQO)
1koj,6.7,(PAN)
1lfo,6.7,(OLA)
1mwn,6.7,(12-mer)
1nki,6.7,(PPF)
1nms,6.7,(161)
1p10,6.7,(5-mer)
1rdt,6.7,(L79)
1rek,6.7,(B8L)
1unl,6.7,(RRC)
1xdd,6.7,(AAY)
1xr8,6.7,(9-mer)
1z6q,6.7,(195)
2a5s,6.7,(GLU)
2emt,6.7,(18-mer)
2eum,6.7,(3-mer)
2evl,6.7,(3-mer)
2fwy,6.7,(H64)
2is0,6.7,(I03)
2j2i,6.7,(LY4)
2kup,6.7,(19-mer)
2lcs,6.7,(16-mer)
2lkk,6.7,(OLA)
2ow0,6.7,(6MR)
2oxx,6.7,(K22)
2py4,6.7,(DUP)
2va7,6.7,(C27)
2x7d,6.7,(EGB)
2xx5,6.7,(13N)
3c7n,6.7,(ADP)
3eko,6.7,(PYU)
3hzk,6.7,(KDA&KDO)
3ipb,6.7,(JZD)
3k3b,6.7,(L31)
3mb7,6.7,(14I)
3mhi,6.7,(J90)
3oyl,6.7,(ZZX)
3pck,6.7,(NNO)
3pgu,6.7,(OLA)
3rk7,6.7,(08Z)
3sff,6.7,(0DI)
3t60,6.7,(DUA)
3t64,6.7,(DU3)
3upf,6.7,(0BU)
3zs0,6.7,(ZS0)
4apr,6.7,(8-mer)
4azy,6.7,(7F3)
4bo0,6.7,(FXE)
4ewn,6.7,(0VR)
4f09,6.7,(JAK)
4fns,6.7,(DGJ)
4hy0,6.7,(1AQ)
4io2,6.7,(GLU)
4jjs,6.7,(1M9)
4jyc,6.7,(GDP)
4jz1,6.7,(F4D)
4k4f,6.7,(K4F)
4lh5,6.7,(LF0)
4lkj,6.7,(3-mer)
4m13,6.7,(1E0)
4m14,6.7,(QWS)
4m7b,6.7,(28C)
4mex,6.7,(9-mer)
4mue,6.7,(2DH)
4mw2,6.7,(2E9)
4o1l,6.7,(HO4)
4o2p,6.7,(11V)
4os2,6.7,(14-mer)
4pyv,6.7,(2XF)
4qhc,6.7,(33V)
4qta,6.7,(38Z)
4qtb,6.7,(38Z)
4tzm,6.7,(16-mer)
4u5t,6.7,(3CG)
4uit,6.7,(N1D)
4uns,6.7,(QZ3)
5ar4,6.7,(SB2)
5d75,6.7,(FK5)
5dhj,6.7,(5E5)
5f2s,6.7,(5TZ)
5g17,6.7,(6DK)
5g5v,6.7,(8Z4)
5i5x,6.7,(68C)
5kcx,6.7,(6S3)
5l6j,6.7,(61T)
5lc0,6.7,(6T8)
5mmn,6.7,(O54)
5nvv,6.7,(9BT)
5tgc,6.7,(ATP)
5v1d,6.7,(12-mer)
5v84,6.7,(96V)
5wys,6.7,(7V6)
5y0g,6.7,(8JL)
5yzd,6.7,(4-mer)
6c8p,6.7,(EQA)
6ciy,6.7,(F3J)
6d28,6.7,(NEC)
6e4w,6.7,(HUG)
6ebe,6.7,(J3V)
6eda,6.7,(J3V)
6f2n,6.7,(CF8)
6ftn,6.7,(E78)
6fyi,6.7,(EAE)
6g5j,6.7,(EM8)
6nao,6.7,(8ZP)
1w82,6.71,(L10)
2f94,6.71,(BFQ)
4cd5,6.71,(2-mer)
4jrg,6.71,(I09)
4og6,6.71,(2S9)
4pvy,6.71,(JD1)
5kls,6.71,(6UC)
5odx,6.71,(9RZ)
5op4,6.71,(A0T)
5tt3,6.71,(EZL)
5u2f,6.71,(82Y)
5z89,6.71,(EGC)
6bvb,6.71,(19-mer)
6ee2,6.71,(J1V)
6ghh,6.71,(TDA)
6gi6,6.71,(EZB)
1n4m,6.72,(18-mer)
1ov3,6.72,(18-mer)
1rbp,6.72,(RTL)
2f3f,6.72,(AXF)
2jdu,6.72,(MFU)
2pjl,6.72,(047)
2rt5,6.72,(8-mer)
2vpn,6.72,(4CS)
2w3o,6.72,(8-mer)
2x8i,6.72,(X8I)
2xc0,6.72,(8NC)
2xne,6.72,(ASH)
2zz6,6.72,(6AZ)
3aqt,6.72,(RCO)
3bm9,6.72,(BXZ)
3bxz,6.72,(ADP)
3diw,6.72,(10-mer)
3fun,6.72,(798)
3g7l,6.72,(16-mer)
3gst,6.72,(GPR)
3kyr,6.72,(038)
3l4v,6.72,(KTL)
3l4z,6.72,(SSD)
4bb4,6.72,(32W)
4djv,6.72,(0KM)
4dv9,6.72,(8-mer)
4dvi,6.72,(2IW)
4flp,6.72,(JQ1)
4h58,6.72,(10Z)
4i73,6.72,(MBY)
4i74,6.72,(MBY)
4lwc,6.72,(1XU)
4o0a,6.72,(2P9)
4q4e,6.72,(BB2)
4raq,6.72,(3L8)
4uia,6.72,(FH9)
4xv9,6.72,(1OO)
5e1m,6.72,(6-mer)
5fwg,6.72,(GPR)
5izk,6.72,(GDP)
5j1w,6.72,(6FB)
5ng9,6.72,(8VN)
5o58,6.72,(2-mer)
5tqe,6.72,(7KQ)
5ulg,6.72,(8E4)
5v3y,6.72,(5V8)
5vb7,6.72,(921)
5ya5,6.72,(6TD)
6dge,6.72,(GBG)
6etj,6.72,(BWW)
6fo5,6.72,(DZH)
6ht8,6.72,(GQE)
6hu1,6.72,(GT2)
1jld,6.73,(0PP)
1o6h,6.73,(W37)
1wvj,6.73,(IBC)
1x7q,6.73,(9-mer)
2cma,6.73,(F20)
2q8s,6.73,(L92)
4a51,6.73,(DQ8)
4kby,6.73,(C2E)
4mx0,6.73,(BCZ)
4pum,6.73,(2WU)
4r5b,6.73,(3J4)
4w9h,6.73,(3JF)
5aly,6.73,(B7H)
5am6,6.73,(38O)
5gvm,6.73,(G57)
5i8p,6.73,(VQ7)
5ia0,6.73,(A5B)
5js3,6.73,(6MG)
1add,6.74,(1DA)
1r5h,6.74,(AO2)
1tmb,6.74,(5-mer)
1usi,6.74,(PHE)
2azc,6.74,(3TL)
2p3d,6.74,(3TL)
2pax,6.74,(4AN)
2uzd,6.74,(C85)
2vex,6.74,(IZ4)
2vj9,6.74,(VG7)
2wxf,6.74,(039)
2x91,6.74,(LPR)
2x9e,6.74,(SVE)
2zc9,6.74,(22U)
2zgx,6.74,(29U)
3anq,6.74,(EHB)
3dgo,6.74,(ATP)
3fh8,6.74,(27P)
3fzy,6.74,(IHP)
3heg,6.74,(BAX)
3hng,6.74,(8ST)
3m67,6.74,(E36)
3mv5,6.74,(XFE)
3n6k,6.74,(BFH)
3oim,6.74,(VZ5)
3pdh,6.74,(18-mer)
3pdq,6.74,(KC6)
3q6s,6.74,(19-mer)
3r21,6.74,(D36)
3s0n,6.74,(0BB)
3wav,6.74,(DWV)
3zm5,6.74,(IGM)
4bo6,6.74,(36P)
4ca6,6.74,(3EF)
4cy1,6.74,(15-mer)
4ew3,6.74,(DXZ)
4f9y,6.74,(LM3)
4hwr,6.74,(1B2)
4j0t,6.74,(6T9)
4lg6,6.74,(17-mer)
4lxz,6.74,(SHH)
4odn,6.74,(17-mer)
4oyk,6.74,(19-mer)
4p4e,6.74,(2G4)
4rxz,6.74,(12-mer)
4wlb,6.74,(3QQ)
4wmu,6.74,(19H)
4ylk,6.74,(4E2)
4zpf,6.74,(4QD)
5fv7,6.74,(R3Z)
5ih8,6.74,(6BJ)
5j27,6.74,(6FF)
5nk2,6.74,(8ZZ)
5u7m,6.74,(83G)
5uzk,6.74,(504)
5x73,6.74,(P59)
5xsu,6.74,(8E3)
5yu9,6.74,(1E8)
5za9,6.74,(50I)
6bgv,6.74,(DQG)
6di1,6.74,(GJD)
6htz,6.74,(GRK)
1cx9,6.75,(NHP)
1h5u,6.75,(CHI)
3ekq,6.75,(ROC)
3ikd,6.75,(J9Z)
4ci2,6.75,(LVY)
4cwt,6.75,(IK9)
6fa5,6.75,(ADP)
6faa,6.75,(ADP)
6fac,6.75,(ADP)
1rw8,6.76,(580)
1w22,6.76,(NHB)
2on6,6.76,(IMH)
3ard,6.76,(3GH)
4b4g,6.76,(KKT)
4dce,6.76,(0JF)
4fn5,6.76,(8-mer)
4hlc,6.76,(T05)
4jg0,6.76,(12-mer)
4jzf,6.76,(1NL)
4pvx,6.76,(YS1)
5jmw,6.76,(L50)
5klt,6.76,(16-mer)
5nr8,6.76,(95N)
5q0u,6.76,(9LP)
5wa9,6.76,(9ZD)
6f9v,6.76,(D0Z)
1bkj,6.77,(FMN)
1bzh,6.77,(7-mer)
1hk2,6.77,(T44)
1mqd,6.77,(SHI)
1ms7,6.77,(SHI)
1o30,6.77,(693)
1o3j,6.77,(334)
1o3k,6.77,(334)
1om1,6.77,(IQA)
1ony,6.77,(588)
1qb1,6.77,(974)
1y19,6.77,(14-mer)
2c1a,6.77,(I5S)
2hyy,6.77,(STI)
2jdt,6.77,(I5S)
2piz,6.77,(606)
2rvn,6.77,(18-mer)
2vo7,6.77,(M05)
2w10,6.77,(12-mer)
2x2m,6.77,(X2M)
2xb9,6.77,(XNW)
3evf,6.77,(GTA)
3fas,6.77,(GLU)
3fvn,6.77,(9DX)
3gjt,6.77,(5-mer)
3ine,6.77,(X17)
3m40,6.77,(J45)
3zcz,6.77,(TFR)
4cwp,6.77,(TV2)
4gj7,6.77,(0LT)
4hlm,6.77,(16S)
4i10,6.77,(1BS)
4j8t,6.77,(DOG)
4loi,6.77,(1YC)
4nzo,6.77,(2OV)
4p4f,6.77,(2GB)
4x48,6.77,(XPF)
4x63,6.77,(3XV)
4zup,6.77,(5XA)
5ayt,6.77,(L6Y)
5c26,6.77,(50H)
5ecv,6.77,(5M2)
5eue,6.77,(5S5)
5fh8,6.77,(5XK)
5htb,6.77,(6L5)
5jrq,6.77,(6N9)
5khi,6.77,(6SX)
5mi5,6.77,(OAN)
5ngs,6.77,(8WW)
5nvw,6.77,(9BW)
5nvz,6.77,(9BN)
5ugh,6.77,(8AJ)
3fal,6.78,(LO2)
3gcu,6.78,(R48)
3kyf,6.78,(5GP)
3l9l,6.78,(L9L)
4hnp,6.78,(ONK)
4kqo,6.78,(JPP)
4ui5,6.78,(BJ4)
4wy7,6.78,(16-mer)
5ahu,6.78,(G76)
5gvp,6.78,(GCF)
5mte,6.78,(BB2)
5uzj,6.78,(8UV)
5yh8,6.78,(8UX)
5zaf,6.78,(28I)
6cho,6.78,(F14)
2rcb,6.79,(DSN)
3su0,6.79,(TSV)
4i9s,6.79,(RET)
4l31,6.79,(F08)
4ogj,6.79,(2TA)
4wkv,6.79,(3QK)
4xnv,6.79,(BUR)
5dy5,6.79,(5GR)
5nrf,6.79,(95Q)
5uga,6.79,(8BM)
5ugb,6.79,(8BM)
5y94,6.79,(8QC)
1bl6,6.8,(SB6)
1fl3,6.8,(SPB)
1mkd,6.8,(ZAR)
1nq7,6.8,(ARL)
1okx,6.8,(8-mer)
1p1n,6.8,(KAI)
1ttv,6.8,(IMY)
1ung,6.8,(ALH)
1y2e,6.8,(5DE)
2ai8,6.8,(SB7)
2i0v,6.8,(6C3)
2n3k,6.8,(17-mer)
2xhm,6.8,(K26)
2xm8,6.8,(B4W)
2xnm,6.8,(WGZ)
2xu3,6.8,(XU3)
3c4c,6.8,(324)
3c88,6.8,(5-mer)
3d94,6.8,(D94)
3fui,6.8,(812)
3fv8,6.8,(JK3)
3fx6,6.8,(BPX)
3ihz,6.8,(FK5)
3kc3,6.8,(MK2)
3mbp,6.8,(3-mer)
3qcq,6.8,(3Q0)
3qn7,6.8,(17-mer)
3s2v,6.8,(3HU)
3sdk,6.8,(P3N)
3t03,6.8,(3T0)
3uib,6.8,(SB2)
3uvk,6.8,(11-mer)
3zke,6.8,(11-mer)
3zrl,6.8,(ZRL)
4aro,6.8,(IHS)
4er4,6.8,(10-mer)
4g2f,6.8,(C07)
4j0a,6.8,(1JL)
4l7f,6.8,(1V5)
4lkg,6.8,(3-mer)
4qo9,6.8,(627)
4u0s,6.8,(ADP)
4wno,6.8,(3RF)
4xt9,6.8,(43V)
4yoz,6.8,(9-mer)
5a83,6.8,(YD3)
5acb,6.8,(5I1)
5c83,6.8,(4YN)
5elv,6.8,(5PX)
5fqt,6.8,(7QN)
5j8m,6.8,(6DL)
5l72,6.8,(6PF)
5nk6,6.8,(90W)
5vlh,6.8,(14-mer)
5wae,6.8,(A1J)
5y8c,6.8,(8P9)
6bsm,6.8,(E7D)
6cve,6.8,(CTP)
6ej4,6.8,(B7W)
6eo9,6.8,(2OJ)
2f3e,6.81,(AXQ)
2uwp,6.81,(894)
3bc3,6.81,(OPT)
3mo0,6.81,(E11)
4ci3,6.81,(Y70)
4eqf,6.81,(7-mer)
4m48,6.81,(21B)
5cnm,6.81,(52Q)
5etx,6.81,(5RS)
5vo2,6.81,(9FV)
5wlt,6.81,(86B)
5zae,6.81,(EAU)
